frame,phase,time,s,x,y,z
46,grasping,0.92,0.05526,0.043258,0.005612,0.001847
46,grasping,0.92,0.06316,0.050698,0.006743,0.00236
46,grasping,0.92,0.07105,0.058921,0.007527,0.003444
46,grasping,0.92,0.07895,0.067424,0.008541,0.004545
46,grasping,0.92,0.08684,0.075385,0.009688,0.005892
46,grasping,0.92,0.09474,0.083801,0.010436,0.006959
46,grasping,0.92,0.10263,0.09188,0.011338,0.008036
46,grasping,0.92,0.11053,0.100381,0.012048,0.008699
46,grasping,0.92,0.11842,0.108567,0.013156,0.009384
46,grasping,0.92,0.12632,0.116935,0.013244,0.010321
46,grasping,0.92,0.13421,0.125239,0.013761,0.010978
46,grasping,0.92,0.14211,0.13377,0.013911,0.011382
46,grasping,0.92,0.15,0.142456,0.014036,0.012178
47,grasping,0.94,0.0,-0.000231,4.5e-05,0.000101
47,grasping,0.94,0.00789,0.005715,0.000136,2.6e-05
47,grasping,0.94,0.01579,0.012124,0.000814,-7.9e-05
47,grasping,0.94,0.02368,0.018308,0.001011,0.000523
47,grasping,0.94,0.03158,0.024273,0.001833,0.000721
47,grasping,0.94,0.03947,0.030413,0.00309,0.001003
47,grasping,0.94,0.04737,0.037019,0.00421,0.001297
47,grasping,0.94,0.05526,0.043522,0.005624,0.001797
47,grasping,0.94,0.06316,0.050282,0.007453,0.001791
47,grasping,0.94,0.07105,0.057899,0.01081,0.001983
47,grasping,0.94,0.07895,0.06552,0.014035,0.002022
47,grasping,0.94,0.08684,0.073078,0.016827,0.002027
47,grasping,0.94,0.09474,0.080491,0.020056,0.001685
47,grasping,0.94,0.10263,0.087803,0.022819,0.001725
47,grasping,0.94,0.11053,0.095251,0.026376,0.00129
47,grasping,0.94,0.11842,0.102631,0.028707,0.00142
47,grasping,0.94,0.12632,0.110326,0.031233,0.000554
47,grasping,0.94,0.13421,0.117785,0.033274,8.2e-05
47,grasping,0.94,0.14211,0.125577,0.035129,-0.000403
47,grasping,0.94,0.15,0.133285,0.037089,-0.00082
48,grasping,0.96,0.0,4.6e-05,0.000134,0.000113
48,grasping,0.96,0.00789,0.006041,0.000135,8.9e-05
48,grasping,0.96,0.01579,0.011924,0.000546,0.000111
48,grasping,0.96,0.02368,0.017884,0.001025,0.000439
48,grasping,0.96,0.03158,0.024113,0.001883,0.000547
48,grasping,0.96,0.03947,0.030248,0.003154,0.00098
48,grasping,0.96,0.04737,0.03671,0.00432,0.001238
48,grasping,0.96,0.05526,0.043146,0.00569,0.001606
48,grasping,0.96,0.06316,0.049492,0.007044,0.001802
48,grasping,0.96,0.07105,0.055057,0.008504,0.001075
48,grasping,0.96,0.07895,0.060372,0.010644,0.000399
48,grasping,0.96,0.08684,0.065405,0.012065,0.00011
48,grasping,0.96,0.09474,0.071198,0.013856,-0.000926
48,grasping,0.96,0.10263,0.076271,0.014912,-0.00137
48,grasping,0.96,0.11053,0.081101,0.016186,-0.002197
48,grasping,0.96,0.11842,0.086608,0.017446,-0.002829
48,grasping,0.96,0.12632,0.091517,0.018066,-0.003858
48,grasping,0.96,0.13421,0.097205,0.018791,-0.004578
48,grasping,0.96,0.14211,0.102472,0.018394,-0.006115
48,grasping,0.96,0.15,0.108512,0.018608,-0.007204
49,grasping,0.98,0.0,0.000246,0.00019,4e-06
49,grasping,0.98,0.00789,0.005826,0.000115,7.7e-05
49,grasping,0.98,0.01579,0.012088,0.000588,0.00028
49,grasping,0.98,0.02368,0.018109,0.000973,0.000489
49,grasping,0.98,0.03158,0.024083,0.001605,0.000327
49,grasping,0.98,0.03947,0.030277,0.003087,0.000985
49,grasping,0.98,0.04737,0.036867,0.004492,0.001131
49,grasping,0.98,0.05526,0.043353,0.005582,0.001577
49,grasping,0.98,0.06316,0.049297,0.006131,0.002175
49,grasping,0.98,0.07105,0.054001,0.00665,0.002174
49,grasping,0.98,0.07895,0.058903,0.00632,0.002457
49,grasping,0.98,0.08684,0.063164,0.006268,0.002828
49,grasping,0.98,0.09474,0.067528,0.006026,0.003014
49,grasping,0.98,0.10263,0.072316,0.005639,0.003637
49,grasping,0.98,0.11053,0.076253,0.005059,0.003449
49,grasping,0.98,0.11842,0.080568,0.004135,0.004041
49,grasping,0.98,0.12632,0.085127,0.003073,0.003944
49,grasping,0.98,0.13421,0.089968,0.001274,0.004116
49,grasping,0.98,0.14211,0.094519,-0.000775,0.003334
49,grasping,0.98,0.15,0.100113,-0.002846,0.003059
50,grasping,1.0,0.0,0.000187,0.000103,0.000295
50,grasping,1.0,0.00789,0.005638,9.5e-05,-2.6e-05
50,grasping,1.0,0.01579,0.011552,0.000684,0.00013
50,grasping,1.0,0.02368,0.018044,0.001502,0.000323
50,grasping,1.0,0.03158,0.024064,0.002001,0.000795
50,grasping,1.0,0.03947,0.030344,0.002912,0.001127
50,grasping,1.0,0.04737,0.036896,0.003892,0.001138
50,grasping,1.0,0.05526,0.043583,0.005597,0.001573
50,grasping,1.0,0.06316,0.04993,0.007195,0.002529
50,grasping,1.0,0.07105,0.056171,0.009086,0.003832
50,grasping,1.0,0.07895,0.062554,0.011301,0.005074
50,grasping,1.0,0.08684,0.068626,0.013278,0.006859
50,grasping,1.0,0.09474,0.074454,0.014814,0.008212
50,grasping,1.0,0.10263,0.080205,0.016478,0.009854
50,grasping,1.0,0.11053,0.085863,0.017363,0.011379
50,grasping,1.0,0.11842,0.091803,0.018299,0.012809
50,grasping,1.0,0.12632,0.098027,0.018843,0.014128
50,grasping,1.0,0.13421,0.10405,0.018495,0.01505
50,grasping,1.0,0.14211,0.110773,0.018061,0.015883
50,grasping,1.0,0.15,0.117855,0.017349,0.016576
51,grasping,1.02,0.0,0.000177,3e-05,0.000371
51,grasping,1.02,0.00789,0.005895,9.1e-05,4.4e-05
51,grasping,1.02,0.01579,0.011886,0.00059,0.000482
51,grasping,1.02,0.02368,0.017807,0.001277,0.000407
51,grasping,1.02,0.03158,0.023892,0.002098,0.000837
51,grasping,1.02,0.03947,0.030301,0.003006,0.000709
51,grasping,1.02,0.04737,0.036651,0.004356,0.001252
51,grasping,1.02,0.05526,0.043191,0.005571,0.001609
51,grasping,1.02,0.06316,0.050546,0.007661,0.002195
51,grasping,1.02,0.07105,0.058504,0.010479,0.003787
51,grasping,1.02,0.07895,0.066558,0.013213,0.00518
51,grasping,1.02,0.08684,0.073745,0.016287,0.006352
51,grasping,1.02,0.09474,0.081384,0.018363,0.008346
51,grasping,1.02,0.10263,0.088516,0.020427,0.009477
51,grasping,1.02,0.11053,0.095817,0.02246,0.010992
51,grasping,1.02,0.11842,0.103124,0.023705,0.012355
51,grasping,1.02,0.12632,0.110608,0.024306,0.013538
51,grasping,1.02,0.13421,0.119055,0.025059,0.014576
51,grasping,1.02,0.14211,0.127486,0.024897,0.015065
51,grasping,1.02,0.15,0.136588,0.024259,0.015403
52,grasping,1.04,0.0,5e-05,2.8e-05,0.000103
52,grasping,1.04,0.00789,0.005952,0.000171,0.000127
52,grasping,1.04,0.01579,0.011841,0.000587,6.2e-05
52,grasping,1.04,0.02368,0.017989,0.001248,0.000275
52,grasping,1.04,0.03158,0.024135,0.001889,0.000568
52,grasping,1.04,0.03947,0.030261,0.003197,0.001128
52,grasping,1.04,0.04737,0.03692,0.004495,0.001293
52,grasping,1.04,0.05526,0.043812,0.005502,0.001725
52,grasping,1.04,0.06316,0.050296,0.00665,0.002013
52,grasping,1.04,0.07105,0.057653,0.007364,0.002018
52,grasping,1.04,0.07895,0.064665,0.007377,0.002297
52,grasping,1.04,0.08684,0.071267,0.007621,0.002479
52,grasping,1.04,0.09474,0.078161,0.007542,0.002792
52,grasping,1.04,0.10263,0.084064,0.007025,0.003498
52,grasping,1.04,0.11053,0.090742,0.006103,0.003647
52,grasping,1.04,0.11842,0.097436,0.004328,0.003834
52,grasping,1.04,0.12632,0.104366,0.002228,0.004059
52,grasping,1.04,0.13421,0.112269,2.4e-05,0.003607
52,grasping,1.04,0.14211,0.120619,-0.003326,0.003111
52,grasping,1.04,0.15,0.129647,-0.006227,0.002059
53,grasping,1.06,0.0,-0.000148,-0.000225,-0.000107
53,grasping,1.06,0.00789,0.005955,0.000238,-0.000162
53,grasping,1.06,0.01579,0.0117,0.000416,0.000117
53,grasping,1.06,0.02368,0.017729,0.000935,0.000252
53,grasping,1.06,0.03158,0.02414,0.001806,0.000629
53,grasping,1.06,0.03947,0.030588,0.002812,0.000937
53,grasping,1.06,0.04737,0.036993,0.004136,0.001236
53,grasping,1.06,0.05526,0.043532,0.005491,0.001853
53,grasping,1.06,0.06316,0.049588,0.006542,0.001715
53,grasping,1.06,0.07105,0.054746,0.007235,0.001072
53,grasping,1.06,0.07895,0.059446,0.00743,0.000962
53,grasping,1.06,0.08684,0.063689,0.007661,0.000763
53,grasping,1.06,0.09474,0.067845,0.007341,0.00093
53,grasping,1.06,0.10263,0.072359,0.00651,0.000494
53,grasping,1.06,0.11053,0.076284,0.004583,0.000306
53,grasping,1.06,0.11842,0.081126,0.002701,-0.000142
53,grasping,1.06,0.12632,0.086541,4.6e-05,-0.00087
53,grasping,1.06,0.13421,0.092638,-0.00295,-0.001688
53,grasping,1.06,0.14211,0.099175,-0.006122,-0.003074
53,grasping,1.06,0.15,0.10717,-0.009702,-0.005281
54,grasping,1.08,0.0,0.000167,-0.000128,3.9e-05
54,grasping,1.08,0.00789,0.005909,0.000208,9.4e-05
54,grasping,1.08,0.01579,0.011721,0.000322,0.000302
54,grasping,1.08,0.02368,0.017961,0.001321,0.000369
54,grasping,1.08,0.03158,0.023917,0.002128,0.000591
54,grasping,1.08,0.03947,0.030481,0.00291,0.001215
54,grasping,1.08,0.04737,0.036708,0.004148,0.001338
54,grasping,1.08,0.05526,0.043194,0.005586,0.001929
54,grasping,1.08,0.06316,0.049187,0.007609,0.001566
54,grasping,1.08,0.07105,0.05371,0.010364,0.002232
54,grasping,1.08,0.07895,0.057823,0.01304,0.002931
54,grasping,1.08,0.08684,0.061165,0.015112,0.003551
54,grasping,1.08,0.09474,0.064723,0.016876,0.004441
54,grasping,1.08,0.10263,0.067893,0.018629,0.00548
54,grasping,1.08,0.11053,0.071505,0.019074,0.005927
54,grasping,1.08,0.11842,0.075886,0.018536,0.006631
54,grasping,1.08,0.12632,0.080563,0.017874,0.006525
54,grasping,1.08,0.13421,0.086495,0.016797,0.006297
54,grasping,1.08,0.14211,0.093282,0.015538,0.005434
54,grasping,1.08,0.15,0.101439,0.013893,0.004
55,grasping,1.1,0.0,8.3e-05,0.000309,0.000141
55,grasping,1.1,0.00789,0.006016,0.000598,0.000121
55,grasping,1.1,0.01579,0.01192,0.00063,2e-05
55,grasping,1.1,0.02368,0.017867,0.001072,0.000473
55,grasping,1.1,0.03158,0.024101,0.002004,0.00081
55,grasping,1.1,0.03947,0.030559,0.002983,0.000868
55,grasping,1.1,0.04737,0.03701,0.004315,0.001081
55,grasping,1.1,0.05526,0.04331,0.005561,0.001804
55,grasping,1.1,0.06316,0.050057,0.007233,0.002522
55,grasping,1.1,0.07105,0.055964,0.009035,0.003942
55,grasping,1.1,0.07895,0.061403,0.010836,0.00551
55,grasping,1.1,0.08684,0.066362,0.012095,0.007744
55,grasping,1.1,0.09474,0.071214,0.012779,0.009695
55,grasping,1.1,0.10263,0.075927,0.012546,0.011993
55,grasping,1.1,0.11053,0.081739,0.011855,0.013501
55,grasping,1.1,0.11842,0.087461,0.010219,0.015279
55,grasping,1.1,0.12632,0.09455,0.007919,0.016361
55,grasping,1.1,0.13421,0.102676,0.005688,0.016796
55,grasping,1.1,0.14211,0.112003,0.002547,0.016784
55,grasping,1.1,0.15,0.122746,0.000349,0.016221
56,grasping,1.12,0.0,-8e-06,-0.000339,3.2e-05
56,grasping,1.12,0.00789,0.005731,0.000208,-0.000149
56,grasping,1.12,0.01579,0.011852,0.000482,0.000216
56,grasping,1.12,0.02368,0.017952,0.00111,0.000145
56,grasping,1.12,0.03158,0.023906,0.001895,0.000645
56,grasping,1.12,0.03947,0.030338,0.003101,0.000926
56,grasping,1.12,0.04737,0.036695,0.004157,0.001356
56,grasping,1.12,0.05526,0.043406,0.005818,0.001587
56,grasping,1.12,0.06316,0.050568,0.006432,0.002383
56,grasping,1.12,0.07105,0.058113,0.006005,0.00377
56,grasping,1.12,0.07895,0.064966,0.005539,0.005491
56,grasping,1.12,0.08684,0.071449,0.004887,0.007668
56,grasping,1.12,0.09474,0.077787,0.003017,0.009341
56,grasping,1.12,0.10263,0.084353,0.000534,0.011707
56,grasping,1.12,0.11053,0.091384,-0.002783,0.013081
56,grasping,1.12,0.11842,0.099279,-0.006974,0.01489
56,grasping,1.12,0.12632,0.108723,-0.011747,0.015106
56,grasping,1.12,0.13421,0.118938,-0.016625,0.015533
56,grasping,1.12,0.14211,0.131164,-0.021447,0.015044
56,grasping,1.12,0.15,0.145005,-0.025807,0.01392
57,grasping,1.14,0.0,1e-06,-1.7e-05,0.00016
57,grasping,1.14,0.00789,0.005723,0.000557,0.0001
57,grasping,1.14,0.01579,0.011905,0.000604,0.000452
57,grasping,1.14,0.02368,0.018052,0.000907,0.000586
57,grasping,1.14,0.03158,0.024076,0.001999,0.000455
57,grasping,1.14,0.03947,0.030508,0.002909,0.000983
57,grasping,1.14,0.04737,0.036797,0.004488,0.001619
57,grasping,1.14,0.05526,0.043364,0.005546,0.001631
57,grasping,1.14,0.06316,0.05048,0.006985,0.001843
57,grasping,1.14,0.07105,0.057334,0.008463,0.002196
57,grasping,1.14,0.07895,0.063069,0.009776,0.003131
57,grasping,1.14,0.08684,0.069047,0.010344,0.003575
57,grasping,1.14,0.09474,0.074489,0.009567,0.004595
57,grasping,1.14,0.10263,0.080398,0.008358,0.005226
57,grasping,1.14,0.11053,0.08667,0.005869,0.006009
57,grasping,1.14,0.11842,0.094919,0.00329,0.005656
57,grasping,1.14,0.12632,0.104034,-0.000198,0.005064
57,grasping,1.14,0.13421,0.114631,-0.003656,0.003973
57,grasping,1.14,0.14211,0.126995,-0.00685,0.001348
57,grasping,1.14,0.15,0.141166,-0.00911,-0.001358
58,grasping,1.16,0.0,-7.5e-05,0.000133,0.000146
58,grasping,1.16,0.00789,0.006066,0.000266,0.000206
58,grasping,1.16,0.01579,0.011958,0.000565,0.000184
58,grasping,1.16,0.02368,0.017898,0.000966,0.000232
58,grasping,1.16,0.03158,0.024085,0.002019,0.000863
58,grasping,1.16,0.03947,0.030423,0.003158,0.00113
58,grasping,1.16,0.04737,0.036805,0.004288,0.001285
58,grasping,1.16,0.05526,0.043556,0.005632,0.001508
58,grasping,1.16,0.06316,0.049504,0.007853,0.001636
58,grasping,1.16,0.07105,0.054252,0.010598,0.001232
58,grasping,1.16,0.07895,0.05813,0.012753,0.001402
58,grasping,1.16,0.08684,0.061578,0.014666,0.001799
58,grasping,1.16,0.09474,0.064795,0.015252,0.002244
58,grasping,1.16,0.10263,0.068607,0.014741,0.002474
58,grasping,1.16,0.11053,0.073226,0.013249,0.002159
58,grasping,1.16,0.11842,0.079702,0.011493,0.001323
58,grasping,1.16,0.12632,0.087169,0.009073,0.000207
58,grasping,1.16,0.13421,0.097165,0.007125,-0.002404
58,grasping,1.16,0.14211,0.108825,0.005262,-0.005659
58,grasping,1.16,0.15,0.121714,0.005295,-0.010122
59,grasping,1.18,0.0,2.7e-05,5.3e-05,-2.3e-05
59,grasping,1.18,0.00789,0.00593,9.5e-05,-5.4e-05
59,grasping,1.18,0.01579,0.012088,0.000682,5.7e-05
59,grasping,1.18,0.02368,0.018019,0.001037,0.000198
59,grasping,1.18,0.03158,0.024282,0.001727,0.000786
59,grasping,1.18,0.03947,0.030391,0.002975,0.00103
59,grasping,1.18,0.04737,0.036927,0.004075,0.00143
59,grasping,1.18,0.05526,0.043374,0.005348,0.001661
59,grasping,1.18,0.06316,0.049422,0.006976,0.002107
59,grasping,1.18,0.07105,0.052993,0.007475,0.002729
59,grasping,1.18,0.07895,0.056318,0.00764,0.003684
59,grasping,1.18,0.08684,0.058723,0.006624,0.004626
59,grasping,1.18,0.09474,0.061346,0.004796,0.0063
59,grasping,1.18,0.10263,0.064308,0.001755,0.007594
59,grasping,1.18,0.11053,0.068979,-0.00244,0.007905
59,grasping,1.18,0.11842,0.075453,-0.007285,0.007731
59,grasping,1.18,0.12632,0.083214,-0.012015,0.00663
59,grasping,1.18,0.13421,0.093764,-0.015974,0.004644
59,grasping,1.18,0.14211,0.105533,-0.019099,0.001462
59,grasping,1.18,0.15,0.118821,-0.021378,-0.002192
60,grasping,1.2,0.0,0.000145,0.000363,-0.000208
60,grasping,1.2,0.00789,0.006089,0.000145,0.000164
60,grasping,1.2,0.01579,0.0116,0.000745,0.000289
60,grasping,1.2,0.02368,0.017928,0.001245,0.000261
60,grasping,1.2,0.03158,0.024041,0.001913,0.000369
60,grasping,1.2,0.03947,0.030559,0.003186,0.000863
60,grasping,1.2,0.04737,0.036892,0.004159,0.001371
60,grasping,1.2,0.05526,0.043263,0.005404,0.001845
60,grasping,1.2,0.06316,0.049861,0.006784,0.002463
60,grasping,1.2,0.07105,0.055243,0.006703,0.004336
60,grasping,1.2,0.07895,0.059999,0.006076,0.006397
60,grasping,1.2,0.08684,0.063869,0.004182,0.008816
60,grasping,1.2,0.09474,0.067997,0.001436,0.011551
60,grasping,1.2,0.10263,0.072852,-0.003225,0.013957
60,grasping,1.2,0.11053,0.07959,-0.008295,0.015246
60,grasping,1.2,0.11842,0.087961,-0.01368,0.015941
60,grasping,1.2,0.12632,0.099224,-0.019428,0.015887
60,grasping,1.2,0.13421,0.112062,-0.023993,0.014348
60,grasping,1.2,0.14211,0.126857,-0.027239,0.011729
60,grasping,1.2,0.15,0.142787,-0.028574,0.008438
61,grasping,1.22,0.0,2e-06,6e-05,-6.4e-05
61,grasping,1.22,0.00789,0.005917,0.00011,-0.000194
61,grasping,1.22,0.01579,0.011849,0.00036,-8.9e-05
61,grasping,1.22,0.02368,0.017954,0.001221,0.000455
61,grasping,1.22,0.03158,0.024212,0.001693,0.000442
61,grasping,1.22,0.03947,0.030725,0.00285,0.00106
61,grasping,1.22,0.04737,0.036736,0.004211,0.001227
61,grasping,1.22,0.05526,0.043442,0.005557,0.00162
61,grasping,1.22,0.06316,0.050369,0.007492,0.002228
61,grasping,1.22,0.07105,0.05765,0.010273,0.004323
61,grasping,1.22,0.07895,0.063668,0.011525,0.00605
61,grasping,1.22,0.08684,0.068845,0.012168,0.008709
61,grasping,1.22,0.09474,0.07471,0.010963,0.011102
61,grasping,1.22,0.10263,0.081519,0.00866,0.013156
61,grasping,1.22,0.11053,0.090328,0.005284,0.014655
61,grasping,1.22,0.11842,0.101479,0.001793,0.014941
61,grasping,1.22,0.12632,0.11505,-0.001334,0.014022
61,grasping,1.22,0.13421,0.130949,-0.003148,0.011867
61,grasping,1.22,0.14211,0.148064,-0.003107,0.008813
61,grasping,1.22,0.15,0.166136,-0.000319,0.004806
62,grasping,1.24,0.0,7e-06,0.000104,0.00014
62,grasping,1.24,0.00789,0.006006,0.00012,0.000251
62,grasping,1.24,0.01579,0.011882,0.00062,0.000213
62,grasping,1.24,0.02368,0.017971,0.001038,0.000481
62,grasping,1.24,0.03158,0.024554,0.001927,0.000657
62,grasping,1.24,0.03947,0.030362,0.002934,0.0012
62,grasping,1.24,0.04737,0.036738,0.004128,0.001084
62,grasping,1.24,0.05526,0.043244,0.00528,0.001782
62,grasping,1.24,0.06316,0.05068,0.007273,0.001681
62,grasping,1.24,0.07105,0.056691,0.009299,0.002684
62,grasping,1.24,0.07895,0.061647,0.010505,0.003571
62,grasping,1.24,0.08684,0.066478,0.010376,0.004897
62,grasping,1.24,0.09474,0.071462,0.008463,0.006298
62,grasping,1.24,0.10263,0.077749,0.005437,0.007108
62,grasping,1.24,0.11053,0.086772,0.001568,0.006856
62,grasping,1.24,0.11842,0.098257,-0.00249,0.00564
62,grasping,1.24,0.12632,0.112237,-0.005779,0.002911
62,grasping,1.24,0.13421,0.128093,-0.007341,-0.0008
62,grasping,1.24,0.14211,0.145896,-0.006599,-0.005915
62,grasping,1.24,0.15,0.163196,-0.002704,-0.011598
63,grasping,1.26,0.0,5.6e-05,-0.000278,-0.000142
63,grasping,1.26,0.00789,0.006073,0.000409,-0.000139
63,grasping,1.26,0.01579,0.011798,0.000531,0.000438
63,grasping,1.26,0.02368,0.01786,0.001077,0.000608
63,grasping,1.26,0.03158,0.024071,0.002091,0.000425
63,grasping,1.26,0.03947,0.030404,0.002758,0.00081
63,grasping,1.26,0.04737,0.036965,0.004191,0.001274
63,grasping,1.26,0.05526,0.043245,0.005503,0.001732
63,grasping,1.26,0.06316,0.04957,0.006008,0.001564
63,grasping,1.26,0.07105,0.053551,0.006106,0.001748
63,grasping,1.26,0.07895,0.056432,0.004778,0.002199
63,grasping,1.26,0.08684,0.058811,0.002148,0.003017
63,grasping,1.26,0.09474,0.061942,-0.002551,0.004036
63,grasping,1.26,0.10263,0.066718,-0.00842,0.004032
63,grasping,1.26,0.11053,0.074102,-0.015339,0.002804
63,grasping,1.26,0.11842,0.084358,-0.021716,0.000574
63,grasping,1.26,0.12632,0.097495,-0.027268,-0.003339
63,grasping,1.26,0.13421,0.112877,-0.030125,-0.008342
63,grasping,1.26,0.14211,0.128645,-0.030129,-0.014135
63,grasping,1.26,0.15,0.14349,-0.027174,-0.020681
64,grasping,1.28,0.0,-0.000207,-1.3e-05,4.4e-05
64,grasping,1.28,0.00789,0.006147,0.000148,-0.000307
64,grasping,1.28,0.01579,0.011834,0.000936,0.000301
64,grasping,1.28,0.02368,0.017812,0.001237,0.000264
64,grasping,1.28,0.03158,0.023924,0.001931,0.00066
64,grasping,1.28,0.03947,0.030149,0.002835,0.00097
64,grasping,1.28,0.04737,0.036778,0.004258,0.00114
64,grasping,1.28,0.05526,0.043464,0.005359,0.001933
64,grasping,1.28,0.06316,0.048897,0.006705,0.002089
64,grasping,1.28,0.07105,0.052737,0.007758,0.002999
64,grasping,1.28,0.07895,0.05451,0.007242,0.004361
64,grasping,1.28,0.08684,0.056006,0.005164,0.00626
64,grasping,1.28,0.09474,0.058572,0.001523,0.007518
64,grasping,1.28,0.10263,0.063384,-0.003921,0.008672
64,grasping,1.28,0.11053,0.070888,-0.009578,0.007893
64,grasping,1.28,0.11842,0.081547,-0.015269,0.006014
64,grasping,1.28,0.12632,0.095015,-0.018818,0.002448
64,grasping,1.28,0.13421,0.110116,-0.019862,-0.002273
64,grasping,1.28,0.14211,0.12586,-0.017197,-0.007894
64,grasping,1.28,0.15,0.139779,-0.011194,-0.013381
65,retraction,1.3,0.0,-0.000111,8.6e-05,-0.000184
65,retraction,1.3,0.00789,0.006094,0.00066,6.3e-05
65,retraction,1.3,0.01579,0.011528,0.002268,0.000138
65,retraction,1.3,0.02368,0.017436,0.003651,0.000619
65,retraction,1.3,0.03158,0.023577,0.004627,0.000297
65,retraction,1.3,0.03947,0.029668,0.006318,0.000821
65,retraction,1.3,0.04737,0.036134,0.008407,0.001116
65,retraction,1.3,0.05526,0.042454,0.009804,0.001891
65,retraction,1.3,0.06316,0.047706,0.011889,0.002031
65,retraction,1.3,0.07105,0.051229,0.012991,0.002602
65,retraction,1.3,0.07895,0.053185,0.013297,0.003955
65,retraction,1.3,0.08684,0.055217,0.011798,0.005566
65,retraction,1.3,0.09474,0.057935,0.008985,0.006578
65,retraction,1.3,0.10263,0.062657,0.004563,0.00744
65,retraction,1.3,0.11053,0.069274,0.000149,0.006915
65,retraction,1.3,0.11842,0.078947,-0.004246,0.004769
65,retraction,1.3,0.12632,0.090705,-0.007111,0.001927
65,retraction,1.3,0.13421,0.103978,-0.007731,-0.001927
65,retraction,1.3,0.14211,0.116826,-0.005699,-0.006512
65,retraction,1.3,0.15,0.128471,-0.000649,-0.010829
66,retraction,1.32,0.0,-5e-06,0.000188,0.000121
66,retraction,1.32,0.00789,0.006437,0.000749,-0.000144
66,retraction,1.32,0.01579,0.012386,0.002008,0.000736
66,retraction,1.32,0.02368,0.018656,0.002821,0.001096
66,retraction,1.32,0.03158,0.025212,0.004539,0.001599
66,retraction,1.32,0.03947,0.031652,0.005711,0.00221
66,retraction,1.32,0.04737,0.038479,0.007583,0.002712
66,retraction,1.32,0.05526,0.045091,0.008859,0.003429
66,retraction,1.32,0.06316,0.05061,0.010419,0.003855
66,retraction,1.32,0.07105,0.05498,0.011958,0.004934
66,retraction,1.32,0.07895,0.057363,0.011458,0.006443
66,retraction,1.32,0.08684,0.059439,0.010157,0.008236
66,retraction,1.32,0.09474,0.06288,0.007145,0.009508
66,retraction,1.32,0.10263,0.067637,0.002839,0.010894
66,retraction,1.32,0.11053,0.075168,-0.001376,0.010513
66,retraction,1.32,0.11842,0.084881,-0.00626,0.009031
66,retraction,1.32,0.12632,0.096722,-0.008783,0.006362
66,retraction,1.32,0.13421,0.109907,-0.009633,0.003075
66,retraction,1.32,0.14211,0.12319,-0.007705,-0.001052
66,retraction,1.32,0.15,0.13496,-0.003271,-0.005152
67,retraction,1.34,0.0,-0.000166,4.2e-05,-0.000162
67,retraction,1.34,0.00789,0.006502,0.000428,-2.4e-05
67,retraction,1.34,0.01579,0.012908,0.001789,0.001065
67,retraction,1.34,0.02368,0.019542,0.002162,0.001391
67,retraction,1.34,0.03158,0.026195,0.003409,0.002111
67,retraction,1.34,0.03947,0.032788,0.004764,0.002892
67,retraction,1.34,0.04737,0.039632,0.005925,0.003454
67,retraction,1.34,0.05526,0.046688,0.007111,0.004306
67,retraction,1.34,0.06316,0.052416,0.008399,0.005017
67,retraction,1.34,0.07105,0.056954,0.009372,0.006206
67,retraction,1.34,0.07895,0.059935,0.00897,0.007771
67,retraction,1.34,0.08684,0.062308,0.007316,0.009695
67,retraction,1.34,0.09474,0.066038,0.004287,0.011093
67,retraction,1.34,0.10263,0.071257,-0.000282,0.01242
67,retraction,1.34,0.11053,0.078663,-0.005043,0.011984
67,retraction,1.34,0.11842,0.088718,-0.009693,0.010798
67,retraction,1.34,0.12632,0.100575,-0.012837,0.008363
67,retraction,1.34,0.13421,0.11355,-0.013573,0.005391
67,retraction,1.34,0.14211,0.126633,-0.012006,0.000992
67,retraction,1.34,0.15,0.138393,-0.00796,-0.00227
68,retraction,1.36,0.0,-2.3e-05,0.000117,5.2e-05
68,retraction,1.36,0.00789,0.006706,0.000437,8.8e-05
68,retraction,1.36,0.01579,0.012952,0.000856,0.000936
68,retraction,1.36,0.02368,0.019729,0.001814,0.001344
68,retraction,1.36,0.03158,0.026125,0.00196,0.002126
68,retraction,1.36,0.03947,0.032658,0.003015,0.002792
68,retraction,1.36,0.04737,0.039975,0.004076,0.003256
68,retraction,1.36,0.05526,0.046922,0.004821,0.004469
68,retraction,1.36,0.06316,0.052743,0.006012,0.004304
68,retraction,1.36,0.07105,0.057562,0.006749,0.00576
68,retraction,1.36,0.07895,0.060374,0.005896,0.007094
68,retraction,1.36,0.08684,0.063124,0.003675,0.008932
68,retraction,1.36,0.09474,0.066864,0.000671,0.010207
68,retraction,1.36,0.10263,0.072016,-0.004243,0.011605
68,retraction,1.36,0.11053,0.079454,-0.008893,0.011288
68,retraction,1.36,0.11842,0.089381,-0.013591,0.009998
68,retraction,1.36,0.12632,0.101109,-0.017067,0.007849
68,retraction,1.36,0.13421,0.113775,-0.018234,0.004568
68,retraction,1.36,0.14211,0.126721,-0.017146,0.001117
68,retraction,1.36,0.15,0.138358,-0.013764,-0.0025
69,retraction,1.38,0.0,-0.000205,0.000506,8.2e-05
69,retraction,1.38,0.00789,0.006536,0.000219,-0.000355
69,retraction,1.38,0.01579,0.012766,0.000835,0.000619
69,retraction,1.38,0.02368,0.01887,0.000545,0.001009
69,retraction,1.38,0.03158,0.025643,0.000835,0.001206
69,retraction,1.38,0.03947,0.032015,0.001491,0.001948
69,retraction,1.38,0.04737,0.039062,0.002342,0.001865
